@relation weka_train

@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {bad,good}

@data
0.19469,0.328767,0.18,0.068493,0.111853,0.239437,0.282686,0.494126,0.669291,0.143713,0.138462,bad
0.221239,0.321918,0.01,0.09589,0.113523,0.366197,0.130742,0.398678,0.535433,0.149701,0.353846,bad
0.247788,0.455479,0.19,0.294521,0.136895,0.253521,0.325088,0.518355,0.330709,0.113772,0.184615,bad
0.176991,0.393836,0,0.082192,0.105175,0.15493,0.176678,0.494126,0.590551,0.203593,0.123077,bad
0.646018,0.393836,0.53,0.171233,0.193656,0.084507,0.053004,0.670338,0.338583,0.305389,0.584615,good
0.176991,0.530822,0.04,0.09589,0.093489,0.084507,0.024735,0.422173,0.622047,0.149701,0.369231,bad
0.380531,0.260274,0.21,0.089041,0.126878,0.28169,0.116608,0.502937,0.464567,0.299401,0.415385,bad
0.345133,0.366438,0.49,0.356164,0.183639,0.464789,0.512367,0.802496,0.448819,0.48503,0.138462,bad
0.522124,0.184932,0.46,0.089041,0.105175,0.183099,0.074205,0.433921,0.251969,0.305389,0.461538,bad
0.221239,0.321918,0.02,0.09589,0.116861,0.323944,0.310954,0.541116,0.637795,0.11976,0.2,bad
0.230088,0.376712,0,0.089041,0.093489,0.126761,0.063604,0.406021,0.535433,0.233533,0.415385,bad
0.415929,0.366438,0.26,0.075342,0.140234,0.056338,0.102473,0.536711,0.401575,0.053892,0.184615,bad
0.40708,0.164384,0.34,0.047945,0.083472,0.056338,0.021201,0.484581,0.362205,0.203593,0.323077,bad
0.185841,0.136986,0.44,0.10274,0.081803,0.323944,0.09894,0.35022,0.433071,0.281437,0.492308,good
0.265487,0.19863,0.49,0.075342,0.126878,0.211268,0.130742,0.582232,0.582677,0.185629,0.107692,bad
0.292035,0.212329,0.21,0.047945,0.156928,0.126761,0.109541,0.479442,0.338583,0.347305,0.169231,bad
0.610619,0.19863,0.52,0.143836,0.113523,0.394366,0.173145,0.736417,0.409449,0.329341,0.4,bad
0.265487,0.359589,0.03,0.068493,0.123539,0.183099,0.180212,0.501468,0.496063,0.077844,0.292308,bad
0.672566,0.150685,0.5,0.10274,0.09015,0.126761,0.053004,0.729075,0.299213,0.508982,0.123077,bad
0.283186,0.294521,0.35,0.089041,0.103506,0.28169,0.212014,0.538179,0.401575,0.137725,0.123077,bad
0.469027,0.157534,0.55,0.082192,0.083472,0.056338,0.028269,0.516153,0.409449,0.275449,0.338462,bad
0.309735,0.414384,0.22,0.089041,0.100167,0.140845,0.123675,0.486784,0.488189,0.131737,0.107692,bad
0.39823,0.109589,0.46,0.554795,0.170284,0.028169,0.010601,0.656388,0.346457,0.161677,0.384615,bad
0.221239,0.232877,0.2,0.068493,0.108514,0.380282,0.169611,0.406021,0.496063,0.185629,0.307692,bad
0.380531,0.136986,0.31,0.075342,0.126878,0.15493,0.045936,0.413363,0.338583,0.131737,0.307692,bad
0.212389,0.30137,0.17,0.054795,0.088481,0.197183,0.063604,0.372247,0.551181,0.209581,0.330769,good
0.274336,0.253425,0.26,0.068493,0.083472,0.112676,0.088339,0.479442,0.511811,0.185629,0.184615,bad
0.380531,0.157534,0.4,0.184932,0.163606,0.15493,0.063604,0.397944,0.385827,0.221557,0.553846,good
0.415929,0.143836,0.45,0.041096,0.075125,0.253521,0.109541,0.360499,0.346457,0.335329,0.415385,good
0.212389,0.287671,0.09,0.075342,0.115192,0.126761,0.035336,0.346549,0.543307,0.155689,0.476923,bad
0.212389,0.363014,0.02,0.082192,0.09015,0.098592,0.067138,0.523495,0.574803,0.203593,0.169231,bad
0.265487,0.212329,0.31,0.082192,0.095159,0.169014,0.240283,0.420705,0.409449,0.125749,0.230769,bad
0.088496,0.369863,0,0.089041,0.125209,0.028169,0.017668,0.272394,0.76378,0.179641,0.676923,good
0.256637,0.328767,0.03,0.061644,0.138564,0.338028,0.328622,0.361968,0.480315,0.125749,0.261538,bad
0.353982,0.273973,0.38,0.041096,0.140234,0.056338,0.042403,0.483847,0.362205,0.113772,0.153846,bad
0.176991,0.575342,0,0.061644,0.116861,0.056338,0.035336,0.259178,0.598425,0.065868,0.538462,bad
0.150442,0.267123,0.13,0.09589,0.106845,0.394366,0.120141,0.4163,0.535433,0.251497,0.4,bad
0.353982,0.349315,0.17,0.136986,0.145242,0.28169,0.399293,0.582232,0.275591,0.113772,0.138462,bad
0.681416,0.260274,0.49,0.089041,0.128548,0.056338,0.028269,0.743759,0.354331,0.065868,0.184615,bad
0.256637,0.178082,0.48,0.116438,0.101836,0.295775,0.275618,0.523495,0.456693,0.221557,0.184615,bad
0.256637,0.267123,0.02,0.054795,0.1202,0.169014,0.088339,0.389868,0.488189,0.125749,0.323077,bad
0.495575,0.359589,0.36,0.061644,0.068447,0.056338,0.028269,0.596916,0.338583,0.053892,0.246154,bad
0.743363,0.239726,0.49,0.232877,0.12187,0.070423,0.144876,0.88326,0.440945,0.209581,0.661538,bad
0.318584,0.178082,0.32,0.109589,0.113523,0.323944,0.229682,0.45301,0.417323,0.311377,0.4,bad
0.088496,0.369863,0,0.109589,0.09015,0.084507,0.031802,0.182819,0.614173,0.149701,0.692308,bad
0.353982,0.294521,0.09,0.164384,0.093489,0.098592,0.038869,0.534508,0.385827,0.065868,0.246154,bad
0.539823,0.191781,0.48,0.082192,0.188648,0.197183,0.151943,0.582232,0.228346,0.287425,0.2,bad
0.486726,0.558219,0.22,0.171233,0.155259,0.140845,0.282686,0.802496,0.543307,0.185629,0.446154,bad
0.318584,0.157534,0.33,0.10274,0.106845,0.140845,0.144876,0.434655,0.417323,0.287425,0.4,bad
0.265487,0.19863,0.33,0.109589,0.110184,0.070423,0.060071,0.413363,0.440945,0.149701,0.430769,bad
0.318584,0.143836,0.32,0.130137,0.09182,0.042254,0.021201,0.342144,0.440945,0.257485,0.676923,good
0.247788,0.171233,0.43,0.116438,0.116861,0.239437,0.268551,0.514684,0.464567,0.209581,0.2,bad
0.327434,0.287671,0.28,0.068493,0.108514,0.140845,0.120141,0.567548,0.511811,0.167665,0.246154,bad
0.327434,0.438356,0.29,0.226027,0.105175,0.15493,0.035336,0.4721,0.559055,0.209581,0.476923,bad
0.292035,0.123288,0.68,0.506849,0.063439,0.514085,1,0.226872,0.212598,0.107784,0.6,good
0.256637,0.386986,0.07,0.109589,0.076795,0.056338,0.010601,0.458884,0.503937,0.131737,0.384615,bad
0.212389,0.390411,0.08,0.061644,0.141903,0.295775,0.293286,0.428047,0.472441,0.125749,0.123077,bad
0.539823,0.212329,0.39,0.089041,0.156928,0.098592,0.091873,0.626285,0.11811,0.101796,0.184615,bad
0.247788,0.239726,0.46,0.089041,0.170284,0.084507,0.04947,0.469897,0.456693,0.179641,0.323077,bad
0.362832,0.493151,0,0.034247,0.088481,0.323944,0.095406,0.391336,0.417323,0.131737,0.2,bad
0.424779,0.10274,0.53,0.10274,0.103506,0.070423,0.042403,0.450073,0.362205,0.479042,0.553846,good
0.20354,0.287671,0.04,0.143836,0.108514,0.084507,0.074205,0.633627,0.748031,0.347305,0.153846,bad
0.451327,0.294521,0.17,0.136986,0.125209,0.267606,0.166078,0.758443,0.314961,0.167665,0.153846,bad
0.371681,0.123288,0.38,0.09589,0.080134,0.253521,0.233216,0.393539,0.511811,0.233533,0.523077,bad
0.185841,0.287671,0.13,0.075342,0.106845,0.197183,0.106007,0.530837,0.685039,0.185629,0.215385,bad
0.19469,0.253425,0.22,0.09589,0.098497,0.169014,0.063604,0.316446,0.527559,0.299401,0.446154,bad
0.274336,0.558219,0.43,0.089041,0.170284,0.295775,0.381625,0.508811,0.401575,0.239521,0.123077,bad
0.274336,0.431507,0.27,0.19863,0.163606,0.464789,0.293286,0.482379,0.393701,0.071856,0.138462,bad
0.221239,0.150685,0.28,0.075342,0.116861,0.422535,0.219081,0.504405,0.559055,0.08982,0.153846,bad
0.221239,0.239726,0,0.089041,0.09182,0.084507,0.028269,0.374449,0.519685,0.149701,0.384615,bad
0.292035,0.191781,0.29,0.061644,0.24207,0,0.134276,0.530837,0.440945,0.353293,0.169231,bad
0.123894,0.130137,0.47,0.184932,0.09182,0.239437,0.127208,0.397944,0.511811,0.197605,0.4,bad
0.247788,0.39726,0,0.068493,0.106845,0.140845,0.09894,0.567548,0.606299,0.137725,0.153846,bad
0.19469,0.164384,0.32,0.061644,0.09182,0.042254,0.007067,0.200441,0.488189,0.131737,0.676923,good
0.221239,0.434932,0.15,0.061644,0.158598,0.267606,0.275618,0.43025,0.354331,0.101796,0.169231,bad
0.292035,0.171233,0.23,0.061644,0.108514,0.309859,0.151943,0.457416,0.425197,0.203593,0.138462,bad
0.19469,0.356164,0,0.123288,0.185309,0.197183,0.095406,0.389868,0.551181,0.179641,0.446154,bad
0.159292,0.205479,0.09,0.09589,0.070117,0.464789,0.204947,0.526432,0.527559,0.209581,0.307692,bad
0.477876,0.219178,0.49,0.123288,0.108514,0.140845,0.045936,0.457416,0.385827,0.179641,0.492308,good
0.39823,0.116438,0.33,0.078767,0.085142,0.169014,0.074205,0.373715,0.409449,0.305389,0.507692,good
0.353982,0.171233,0.65,0.376712,0.113523,0.028169,0.007067,0.594714,0.417323,0.149701,0.4,bad
0.185841,0.109589,0.28,0.10274,0,0.492958,0.332155,0.04185,0.409449,0.035928,0.507692,good
0.292035,0.041096,0.4,0.089041,0.06177,0.521127,0.215548,0.435389,0.464567,0.359281,0.446154,bad
0.336283,0.363014,0.6,0.082192,0.166945,0.15493,0.29682,0.530837,0.362205,0.113772,0.123077,bad
0.247788,0.356164,0.07,0.061644,0.146912,0.098592,0.060071,0.442731,0.440945,0.149701,0.184615,bad
0.353982,0.239726,0.3,0.143836,0.106845,0.408451,0.45583,0.552863,0.440945,0.11976,0.153846,bad
0.318584,0.191781,0.44,0.130137,0.128548,0.140845,0.130742,0.545521,0.622047,0.167665,0.323077,bad
0.283186,0.184932,0.42,0.075342,0.123539,0.112676,0.053004,0.381057,0.511811,0.197605,0.492308,bad
0.442478,0.178082,0.42,0.068493,0.098497,0.056338,0.024735,0.478708,0.322835,0.251497,0.323077,bad
0.530973,0.150685,0.49,0.157534,0.110184,0.267606,0.254417,0.670338,0.354331,0.221557,0.246154,bad
0.371681,0.369863,0.26,0.054795,0.103506,0.042254,0.060071,0.516153,0.322835,0.245509,0.123077,bad
0.247788,0.294521,0.19,0.061644,0.116861,0.197183,0.09894,0.475771,0.590551,0.209581,0.323077,bad
0.309735,0.410959,0.09,0.130137,0.1202,0.239437,0.151943,0.685022,0.543307,0.233533,0.415385,bad
0.619469,0.239726,0.44,0.047945,0.225376,0.492958,0.159011,0.608664,0.503937,0.317365,0.230769,bad
0.212389,0.390411,0.07,0.109589,0.131886,0.197183,0.053004,0.414831,0.503937,0.161677,0.446154,bad
0.469027,0.287671,0.26,0.075342,0.165275,0.084507,0.190813,0.515419,0.15748,0.389222,0.276923,bad
0.743363,0.136986,0.65,0.116438,0.135225,0.197183,0.144876,0.699706,0.244094,0.167665,0.338462,bad
0.513274,0.09589,0.48,0.068493,0.09015,0.070423,0.014134,0.526432,0.464567,0.323353,0.384615,bad
0.424779,0.143836,0.59,0.130137,0.111853,0.112676,0.084806,0.552863,0.299213,0.125749,0.553846,bad
0.362832,0.441781,0.22,0.09589,0.086811,0.112676,0.127208,0.457416,0.283465,0.131737,0.153846,bad
0.477876,0.321918,0.31,0.089041,0.130217,0.352113,0.19788,0.685022,0.346457,0.179641,0.276923,bad
0.460177,0.369863,0.39,0.157534,0.118531,0.28169,0.187279,0.648311,0.496063,0.227545,0.476923,good
0.292035,0.136986,0.51,0.061644,0.549249,0.225352,0.176678,0.501468,0.23622,0.449102,0.123077,bad
0.460177,0.589041,0.32,0.09589,0.110184,0.478873,0.515901,0.582232,0.401575,0.08982,0.153846,bad
0.283186,0.359589,0,0.315068,0.123539,0.056338,0.042403,0.626285,0.519685,0.131737,0.184615,bad
0.247788,0.35274,0.1,0.10274,0.113523,0.211268,0.095406,0.535242,0.661417,0.215569,0.369231,good
0.221239,0.232877,0.14,0.130137,0.106845,0.197183,0.109541,0.45301,0.488189,0.095808,0.353846,bad
0.495575,0.287671,0.37,0.993151,0.337229,0.760563,0.314488,1,0.346457,0.263473,0.092308,bad
0.654867,0.184932,0.66,0.143836,0.135225,0.15493,0.084806,0.699706,0.346457,0.179641,0.369231,good
0.442478,0.19863,0.37,0.09589,0.131886,0.126761,0.060071,0.571953,0.393701,0.137725,0.323077,bad
0.309735,0.482877,0.24,0.082192,0.1202,0.056338,0.024735,0.523495,0.496063,0.263473,0.353846,bad
0.309735,0.513699,0,0.089041,0.1202,0.126761,0.088339,0.476505,0.401575,0.101796,0.215385,bad
0.300885,0.178082,0.44,0.068493,0.143573,0.070423,0.031802,0.406021,0.440945,0.185629,0.461538,bad
0.292035,0.315068,0.23,0.09589,0.106845,0.309859,0.310954,0.498532,0.370079,0.149701,0.169231,bad
0.238938,0.369863,0,0.075342,0.1202,0.070423,0.060071,0.604258,0.685039,0.377246,0.230769,bad
0.150442,0.438356,0,0.136986,0.100167,0.352113,0.162544,0.273128,0.606299,0.161677,0.476923,bad
0.221239,0.321918,0.01,0.109589,0.108514,0.267606,0.279152,0.542584,0.637795,0.155689,0.215385,bad
0.415929,0.184932,0.4,0.116438,0.101836,0.126761,0.070671,0.611601,0.472441,0.251497,0.276923,bad
0.221239,0.212329,0.42,0.315068,0.096828,0.394366,0.434629,0.530837,0.535433,0.233533,0.323077,bad
0.221239,0.30137,0.14,0.047945,0.110184,0.084507,0.042403,0.429515,0.417323,0.173653,0.138462,bad
0.415929,0.164384,0.39,0.041096,0.113523,0.56338,0.173145,0.473568,0.574803,0.239521,0.384615,bad
0.19469,0.390411,0,0.321918,0.186978,0.28169,0.183746,0.707048,0.566929,0.233533,0.276923,bad
0.309735,0.452055,0.23,0.116438,0.078464,0.056338,0.031802,0.508811,0.496063,0.137725,0.446154,bad
0.141593,0.164384,0.24,0.089041,0.138564,0.253521,0.127208,0.332599,0.653543,0.143713,0.507692,bad
0.176991,0.39726,0.08,0.116438,0.156928,0.183099,0.074205,0.483113,0.551181,0.149701,0.276923,bad
0.309735,0.30137,0.28,0.054795,0.594324,0.211268,0.176678,0.494126,0.291339,0.568862,0.138462,bad
0.309735,0.828767,0,0.061644,0.116861,0.028169,0.021201,0.464758,0.629921,0.08982,0.384615,bad
0.159292,0.178082,0.14,0.089041,0.043406,0.197183,0.067138,0.372247,0.551181,0.191617,0.415385,bad
0.336283,0.376712,0.19,0.089041,0.135225,0.140845,0.243816,0.535242,0.362205,0.155689,0.123077,bad
0.39823,0.260274,0.3,0.068493,0.088481,0.098592,0.038869,0.563142,0.456693,0.227545,0.323077,bad
0.230088,0.393836,0.13,0.075342,0.106845,0.15493,0.04947,0.395742,0.433071,0.125749,0.261538,bad
0.318584,0.260274,0.35,0.136986,0.108514,0.28169,0.427562,0.552863,0.385827,0.173653,0.153846,bad
0.318584,0.267123,0.24,0.075342,0.111853,0.211268,0.282686,0.5558,0.472441,0.185629,0.169231,bad
0.168142,0.191781,0.1,0.075342,0.106845,0.408451,0.144876,0.401615,0.488189,0.08982,0.153846,bad
0.283186,0.328767,0.26,0.075342,0.113523,0.422535,0.441696,0.451542,0.370079,0.113772,0.230769,bad
0.247788,0.328767,0.26,0.082192,0.118531,0.225352,0.300353,0.447137,0.433071,0.137725,0.215385,bad
0.424779,0.19863,0.48,0.253425,0.100167,0.126761,0.04947,0.530837,0.472441,0.275449,0.584615,good
0.371681,0.335616,0.14,0.10274,0.09182,0.126761,0.127208,0.501468,0.354331,0.155689,0.169231,bad
0.575221,0.041096,0.48,0.041096,0.093489,0.084507,0.031802,0.530837,0.377953,0.185629,0.261538,bad
0.283186,0.273973,0.25,0.068493,0.115192,0.183099,0.113074,0.611601,0.543307,0.191617,0.092308,bad
0.19469,0.476027,0,0.020548,0.42571,0.211268,0.081272,0.340675,0.456693,0.107784,0.215385,bad
0.176991,0.315068,0.02,0.10274,0.095159,0.253521,0.120141,0.279001,0.503937,0.197605,0.646154,bad
0.256637,0.349315,0.27,0.075342,0.118531,0.225352,0.300353,0.447137,0.409449,0.149701,0.215385,bad
0.513274,0.335616,0.49,0.082192,0.313856,0.056338,0.035336,0.685022,0.330709,0.179641,0,bad
0.300885,0.342466,0.35,0.130137,0.123539,0.380282,0.162544,0.508811,0.448819,0.173653,0.369231,bad
0.415929,0.10274,0.41,0.075342,0.131886,0.070423,0.035336,0.582232,0.425197,0.221557,0.2,bad
0.221239,0.212329,0.42,0.315068,0.098497,0.380282,0.431095,0.530837,0.535433,0.227545,0.323077,bad
0.327434,0.30137,0.22,0.10274,0.116861,0.126761,0.282686,0.604258,0.496063,0.173653,0.169231,bad
0.141593,0.212329,0.22,0.061644,0.110184,0.28169,0.176678,0.459618,0.614173,0.161677,0.169231,bad
0.345133,0.109589,0.56,0.061644,0.133556,0.478873,0.342756,0.501468,0.440945,0.251497,0.323077,good
0.230088,0.157534,0.26,0.061644,0.118531,0.450704,0.243816,0.494126,0.519685,0.149701,0.169231,bad
0.088496,0.130137,0.78,0.890411,0.103506,0.309859,0.303887,0.491924,0.511811,0.08982,0.323077,bad
0.256637,0.294521,0.24,0.075342,0.110184,0.126761,0.077739,0.604258,0.559055,0.269461,0.169231,bad
0.230088,0.273973,0.07,0.034247,0.103506,0.056338,0.04947,0.530837,0.456693,0.287425,0.184615,bad
0.300885,0.109589,0.44,0.061644,0.115192,0.380282,0.219081,0.362702,0.488189,0.197605,0.430769,bad
0.212389,0.260274,0.14,0.061644,0.110184,0.126761,0.060071,0.461821,0.622047,0.167665,0.307692,bad
0.123894,0.260274,0,0.034247,0.075125,0.197183,0.070671,0.323789,0.488189,0.071856,0.169231,bad
0.300885,0.321918,0.05,0.075342,0.128548,0.15493,0.091873,0.534508,0.488189,0.167665,0.246154,bad
0.168142,0.280822,0.06,0.075342,0.085142,0.394366,0.134276,0.353891,0.503937,0.299401,0.292308,bad
0.380531,0.191781,0.32,0.321918,0.125209,0.126761,0.144876,0.662996,0.503937,0.263473,0.323077,good
0.415929,0.171233,0.44,0.047945,0.043406,0.28169,0.127208,0.381057,0.393701,0.287425,0.369231,good
0.274336,0.212329,0.25,0.116438,0.101836,0.394366,0.201413,0.446402,0.496063,0.149701,0.323077,bad
0.265487,0.19863,0.24,0.061644,0.113523,0.042254,0.017668,0.450073,0.425197,0.155689,0.169231,bad
0.575221,0.226027,0.73,0.157534,0.09015,0.070423,0.056537,0.626285,0.338583,0.197605,0.430769,bad
0.176991,0.503425,0.02,0.10274,0.083472,0.197183,0.060071,0.455213,0.629921,0.161677,0.4,bad
0.20354,0.273973,0.25,0.116438,0.115192,0.126761,0.109541,0.497797,0.566929,0.101796,0.4,bad
0.309735,0.178082,0.28,0.082192,0.09015,0.169014,0.084806,0.494126,0.385827,0.239521,0.2,good
0.238938,0.267123,0.18,0.082192,0.096828,0.15493,0.077739,0.558737,0.614173,0.239521,0.169231,bad
0.20354,0.219178,0,0.034247,0.096828,0.43662,0.113074,0.316446,0.456693,0.149701,0.461538,bad
0.362832,0.479452,0.02,0.020548,0.096828,0.492958,0.14841,0.376652,0.362205,0.149701,0.215385,bad
0.40708,0.287671,0.31,0.09589,0.166945,0.140845,0.113074,0.508076,0.393701,0.137725,0.384615,bad
0.159292,0.164384,0.53,0.089041,0.36394,0.253521,0.102473,0.244493,0.496063,0.359281,0.615385,bad
0.39823,0.356164,0.23,0.150685,0.138564,0.169014,0.113074,0.714391,0.425197,0.155689,0.2,bad
0.238938,0.589041,0.05,0.082192,0.081803,0.267606,0.151943,0.512482,0.448819,0.131737,0.2,bad
0.380531,0.116438,0.35,0.068493,0.09182,0.338028,0.180212,0.508811,0.346457,0.616766,0.292308,bad
0.053097,0.253425,0.26,0.09589,0.130217,0.309859,0.240283,0.383994,0.76378,0.173653,0.584615,bad
0.318584,0.191781,0.31,0.068493,0.116861,0.098592,0.063604,0.435389,0.393701,0.215569,0.338462,bad
0.185841,0.19863,0.43,0.130137,0.106845,0.295775,0.169611,0.414831,0.535433,0.497006,0.338462,bad
0.247788,0.328767,0.26,0.082192,0.118531,0.225352,0.300353,0.447137,0.433071,0.137725,0.215385,bad
0.053097,0.359589,0,0.085616,0.113523,0.197183,0.077739,0.320852,0.818898,0.167665,0.630769,bad
0.628319,0.226027,0.63,0.089041,0.101836,0.084507,0.060071,0.709985,0.370079,0.215569,0.384615,bad
0.230088,0.335616,0.08,0.212329,0.116861,0.352113,0.360424,0.465492,0.401575,0.107784,0.153846,bad
0.265487,0.568493,0.03,0.075342,0.130217,0.084507,0.04947,0.428047,0.362205,0.137725,0.184615,bad
0.389381,0.164384,0.52,0.082192,0.165275,0.056338,0.014134,0.411894,0.448819,0.173653,0.446154,bad
0.176991,0.465753,0.03,0.472603,0.111853,0.070423,0.021201,0.457416,0.614173,0.101796,0.584615,bad
0.026549,0.205479,0,0.082192,0.0601,0.211268,0.127208,0.10793,0.76378,0.245509,0.861538,good
0.265487,0.359589,0.03,0.068493,0.123539,0.183099,0.180212,0.501468,0.496063,0.077844,0.292308,bad
0.274336,0.407534,0.01,0.082192,0.086811,0.422535,0.130742,0.267254,0.527559,0.143713,0.523077,bad
0.424779,0.188356,0.46,0.253425,0.136895,0.028169,0.014134,0.464023,0.417323,0.185629,0.584615,good
0.256637,0.328767,0.03,0.061644,0.138564,0.338028,0.328622,0.361968,0.480315,0.125749,0.261538,bad
0.19469,0.321918,0.1,0.054795,0.085142,0.464789,0.166078,0.420705,0.527559,0.203593,0.2,bad
0.769912,0.116438,0.75,0.130137,0.1202,0.309859,0.130742,0.626285,0.23622,0.209581,0.461538,good
0.300885,0.089041,0.43,0.054795,0.09182,0.295775,0.155477,0.332599,0.503937,0.161677,0.538462,bad
0.221239,0.328767,0.01,0.09589,0.111853,0.323944,0.109541,0.372247,0.519685,0.167665,0.384615,bad
0.141593,0.267123,0.14,0.068493,0.073456,0.197183,0.09894,0.285609,0.582677,0.143713,0.476923,bad
0.309735,0.311644,0.22,0.082192,0.108514,0.15493,0.208481,0.486784,0.433071,0.107784,0.123077,bad
0.575221,0.130137,0.49,0.123288,0.136895,0.211268,0.144876,0.626285,0.299213,0.413174,0.338462,good
0.168142,0.280822,0.06,0.075342,0.085142,0.394366,0.134276,0.353891,0.503937,0.299401,0.292308,bad
0.212389,0.068493,0.3,0.061644,0.088481,0.211268,0.04947,0.488253,0.685039,0.293413,0.246154,bad
0.353982,0.178082,0.36,0.143836,0.115192,0.408451,0.399293,0.508811,0.362205,0.137725,0.153846,bad
0.40708,0.273973,1,0.171233,0.998331,0.43662,0.222615,0.699706,0,1,0.153846,bad
0.60177,0.328767,0.49,0.123288,0.12187,0.126761,0.123675,0.685022,0.322835,0.179641,0.323077,bad
0.221239,0.383562,0,0.09589,0.125209,0.225352,0.070671,0.56975,0.559055,0.11976,0.169231,bad
0.283186,0.308219,0.31,0.061644,0.095159,0.352113,0.402827,0.453744,0.433071,0.11976,0.138462,bad
0.292035,0.041096,0.4,0.061644,0.083472,0.084507,0.04947,0.295888,0.425197,0.221557,0.415385,bad
0.150442,0.239726,0,0.034247,0.071786,0.366197,0.095406,0.156388,0.559055,0.08982,0.6,bad
0.292035,0.390411,0.21,0.082192,0.113523,0.450704,0.477032,0.450073,0.401575,0.107784,0.230769,bad
0.283186,0.315068,0.02,0.075342,0.101836,0.112676,0.042403,0.494126,0.488189,0.143713,0.169231,good
0.300885,0.315068,0.16,0.075342,0.180301,0.028169,0.003534,0.328194,0.377953,0.149701,0.430769,bad
0.132743,0.191781,0.16,0.061644,0.095159,0.140845,0.067138,0.398678,0.535433,0.245509,0.261538,good
0.619469,0.075342,0.57,0.061644,0.103506,0.028169,0.007067,0.589574,0.314961,0.221557,0.230769,bad
0.19469,0.30137,0.03,0.054795,0.1202,0.239437,0.102473,0.494126,0.551181,0.179641,0.246154,bad
0.274336,0.44863,0.42,0.068493,0.133556,0.098592,0.282686,0.428047,0.385827,0.155689,0.169231,bad
0.185841,0.232877,0.24,0.054795,0.108514,0.239437,0.09894,0.347283,0.511811,0.161677,0.338462,bad
0.327434,0.130137,0.39,0.10274,0.110184,0.225352,0.130742,0.320852,0.448819,0.263473,0.630769,good
0.300885,0.356164,0.22,0.10274,0.136895,0.056338,0.095406,0.4442,0.496063,0.149701,0.4,bad
0.40708,0.30137,0.18,0.047945,0.110184,0.126761,0.053004,0.417768,0.322835,0.095808,0.230769,bad
0.256637,0.178082,0.57,0.09589,0.156928,0.056338,0.021201,0.43906,0.488189,0.131737,0.461538,bad
0.292035,0.267123,0.25,0.136986,0.108514,0.28169,0.137809,0.538179,0.590551,0.377246,0.569231,bad
0.212389,0.386986,0,0.068493,0.09182,0.549296,0.201413,0.57489,0.677165,0.287425,0.230769,bad
0.070796,0.315068,0.08,0.068493,0.078464,0.267606,0.088339,0.35022,0.598425,0.185629,0.276923,bad
0.300885,0.273973,0.03,0.054795,0.096828,0.126761,0.102473,0.417034,0.472441,0.143713,0.246154,bad
0.035398,0.424658,0,0.020548,0.048414,0.211268,0.141343,0.184288,1,0.155689,0.630769,bad
0.238938,0.143836,0.47,0.082192,0.108514,0.056338,0.017668,0.420705,0.464567,0.11976,0.292308,bad
0.699115,0.171233,0.55,0.116438,0.118531,0.338028,0.219081,0.692364,0.322835,0.293413,0.307692,bad
0.469027,0.287671,0.45,0.09589,0.098497,0.211268,0.120141,0.662996,0.511811,0.173653,0.153846,bad
0.141593,0.232877,0.29,0.082192,0.103506,0.43662,0.325088,0.419236,0.464567,0.173653,0.215385,bad
0.283186,0.479452,0.29,0.232877,0.118531,0.28169,0.204947,0.466226,0.330709,0.11976,0.153846,bad
0.19469,0.267123,0.01,0.082192,0.103506,0.112676,0.067138,0.420705,0.464567,0.137725,0.169231,bad
0.353982,0.239726,0.27,0.09589,0.071786,0.183099,0.077739,0.373715,0.346457,0.281437,0.430769,bad
0.619469,0.136986,0.55,0.130137,0.115192,0.478873,0.215548,0.743759,0.456693,0.353293,0.369231,good
0.19469,0.376712,0,0.068493,0.113523,0.295775,0.116608,0.509545,0.519685,0.245509,0.2,bad
0.221239,0.321918,0,0.089041,0.110184,0.352113,0.134276,0.37812,0.535433,0.209581,0.369231,bad
0.106195,0.383562,0.02,0.061644,0.125209,0.28169,0.310954,0.317915,0.629921,0.113772,0.246154,bad
0.672566,0.246575,0.54,0.116438,0.12187,0.253521,0.204947,0.729075,0.283465,0.167665,0.323077,bad
0.265487,0.212329,0.4,0.123288,0.116861,0.070423,0.017668,0.389868,0.551181,0.125749,0.584615,bad
0.274336,0.287671,0.26,0.068493,0.128548,0.309859,0.498233,0.461821,0.409449,0.155689,0.2,bad
0.221239,0.493151,0.02,0.239726,0.140234,0.056338,0.024735,0.508811,0.527559,0.143713,0.4,bad
0.309735,0.369863,0.7,0.089041,0.143573,0.338028,0.434629,0.523495,0.267717,0.11976,0.092308,bad
0.20354,0.308219,0,0.130137,0.115192,0.28169,0.123675,0.375184,0.527559,0.113772,0.369231,bad
0.247788,0.184932,0.48,0.075342,0.116861,0.183099,0.215548,0.523495,0.472441,0.131737,0.123077,bad
0.477876,0.19863,0.45,0.363014,0.098497,0.070423,0.028269,0.510279,0.370079,0.095808,0.523077,good
0.707965,0.184932,0.49,0.109589,0.113523,0.098592,0.04947,0.670338,0.259843,0.293413,0.292308,bad
0.486726,0.363014,0.37,0.287671,0.163606,0.140845,0.208481,0.919971,0.456693,0.185629,0.307692,bad
